umap1,umap2,cell_id,clone_id
-8.30267321311856,-4.77678133055096,SA1135-A96199A-R06-C61,C
3.79675794399356,9.48145698503132,SA1135-A96199A-R06-C65,B
-7.51147352897549,-2.46976805731182,SA1135-A96199A-R06-C66,C
6.44072819507694,-1.9102721314085,SA1135-A96199A-R07-C20,A
-9.75413977348233,-6.79679180189495,SA1135-A96199A-R07-C24,C
-8.20448099815274,0.0780160327302923,SA1135-A96199A-R07-C45,C
5.29730702198123,9.08177589372272,SA1135-A96199A-R07-C56,B
4.51331951475715,10.1222841639864,SA1135-A96199A-R07-C63,B
6.6170517281351,-2.96834064527874,SA1135-A96199A-R07-C64,A
7.6390141323862,-2.8888676266325,SA1135-A96199A-R07-C66,A
-8.95086180412198,-6.1116311649931,SA1135-A96199A-R07-C69,C
6.95942319191074,-2.42774463697796,SA1135-A96199A-R08-C17,A
-7.49286162101651,-2.44148398443585,SA1135-A96199A-R08-C18,C
7.04773128784274,-1.98436285063152,SA1135-A96199A-R08-C19,A
7.58414805687045,-1.43165756269817,SA1135-A96199A-R08-C21,A
4.08475507057285,9.98460220292683,SA1135-A96199A-R08-C23,B
-8.32572638236905,-4.393703709091,SA1135-A96199A-R08-C26,C
6.41571641719913,-1.73498798414593,SA1135-A96199A-R08-C30,A
2.73894513404941,9.19760011628742,SA1135-A96199A-R08-C36,B
3.96031481779193,10.1053001780855,SA1135-A96199A-R08-C38,B
7.04864824569797,-2.27753854795818,SA1135-A96199A-R08-C39,A
4.35567981756305,9.23735116914387,SA1135-A96199A-R08-C45,B
6.25662005699252,-2.64123869940167,SA1135-A96199A-R08-C52,A
8.11422909057712,-1.8373425106657,SA1135-A96199A-R08-C62,A
-8.37292563163663,0.502591838394355,SA1135-A96199A-R08-C67,C
-8.14203249656583,-5.31626916929608,SA1135-A96199A-R09-C16,C
4.48099801695918,9.86596130326862,SA1135-A96199A-R09-C19,B
3.1370120123682,9.23139022782917,SA1135-A96199A-R09-C33,B
8.14542830741977,-2.4348287682188,SA1135-A96199A-R09-C40,A
7.69483173645114,-1.6520204643858,SA1135-A96199A-R09-C47,A
-6.98908030235196,-5.59561992689495,SA1135-A96199A-R09-C52,C
-8.67583166801358,0.0503401656496039,SA1135-A96199A-R09-C60,C
-8.65832506858731,0.214956273590278,SA1135-A96199A-R09-C65,C
-7.97621618949796,-5.49158645674114,SA1135-A96199A-R10-C16,C
8.14349163330173,-1.85905886694317,SA1135-A96199A-R10-C25,A
2.03302300727939,9.01411985353107,SA1135-A96199A-R10-C29,B
3.97460127628421,9.60993026689167,SA1135-A96199A-R10-C30,B
1.50476444519138,9.20049833253498,SA1135-A96199A-R10-C31,B
7.63109482086276,-1.20229245230084,SA1135-A96199A-R10-C37,A
6.78805459297275,-1.7278740505827,SA1135-A96199A-R10-C52,A
-7.41253458701993,-5.6051499943388,SA1135-A96199A-R10-C54,C
4.03814769542789,9.43965839341755,SA1135-A96199A-R10-C55,B
7.51410949981784,-2.07785512014752,SA1135-A96199A-R10-C56,A
-7.52929197990323,-5.37761903807049,SA1135-A96199A-R10-C57,C
-9.42686831199551,-6.7480247120512,SA1135-A96199A-R10-C63,C
7.16502679145908,-1.22876716658001,SA1135-A96199A-R10-C66,A
-8.3992041274252,-4.85402370497112,SA1135-A96199A-R11-C07,C
4.41705334938144,10.2490856547701,SA1135-A96199A-R11-C09,B
5.13160420215701,9.21645711854572,SA1135-A96199A-R11-C13,B
5.22881225503063,9.11656211808796,SA1135-A96199A-R11-C16,B
-7.21468722068692,-5.44167877241497,SA1135-A96199A-R11-C26,C
7.75869286811923,-2.87743783995037,SA1135-A96199A-R11-C28,A
4.51744974411105,9.7627174754488,SA1135-A96199A-R11-C29,B
-7.8295544310751,-4.87266851469402,SA1135-A96199A-R11-C34,C
-7.31266104423428,-5.61997438475018,SA1135-A96199A-R11-C36,C
-6.99951445304776,-5.44736124082928,SA1135-A96199A-R11-C37,C
-8.00506483756924,-5.44886852308636,SA1135-A96199A-R11-C39,C
-8.59793364250088,-5.46444011732464,SA1135-A96199A-R11-C41,C
7.46699465072727,-2.46802068754559,SA1135-A96199A-R11-C42,A
3.0316948965845,9.26828454927082,SA1135-A96199A-R11-C48,B
7.31869376457309,-2.84684253736859,SA1135-A96199A-R11-C51,A
7.59245813644504,-2.45675183340435,SA1135-A96199A-R11-C59,A
7.13070357597446,-1.98499322935467,SA1135-A96199A-R11-C65,A
7.13799012458896,-2.84656215711956,SA1135-A96199A-R12-C11,A
3.69919539249515,9.60072730973835,SA1135-A96199A-R12-C12,B
7.32414282119846,-1.43325067564373,SA1135-A96199A-R12-C14,A
-9.076874606246,-6.45073581739788,SA1135-A96199A-R12-C20,C
2.69797933853244,9.27818893388386,SA1135-A96199A-R12-C22,B
-9.13922106468106,-6.49708725019818,SA1135-A96199A-R12-C27,C
-8.42384802543545,0.451733102356147,SA1135-A96199A-R12-C36,C
4.301737584239,10.4097034831392,SA1135-A96199A-R12-C47,B
7.56715787208652,-1.39417172476177,SA1135-A96199A-R12-C48,A
6.28495765483951,-3.0361859898222,SA1135-A96199A-R12-C52,A
6.55552936351871,-2.80208326383953,SA1135-A96199A-R12-C57,A
4.73764012807062,10.0167314906466,SA1135-A96199A-R12-C62,B
-7.67044531547452,-4.94637085005169,SA1135-A96199A-R12-C63,C
-9.1631029769125,-6.12657953306561,SA1135-A96199A-R12-C64,C
1.72284878051852,9.04192327455158,SA1135-A96199A-R12-C66,B
-8.33121191703702,-4.92400766416912,SA1135-A96199A-R13-C09,C
-9.00139891349698,-6.41758895918255,SA1135-A96199A-R13-C13,C
4.18551809347247,9.29977964357014,SA1135-A96199A-R13-C14,B
-9.79262053214932,-6.6821820835722,SA1135-A96199A-R13-C22,C
7.25399196899509,-1.59863759085064,SA1135-A96199A-R13-C34,A
-7.64990507804776,-5.37147403761273,SA1135-A96199A-R13-C35,C
4.46381334221935,10.2668964763033,SA1135-A96199A-R13-C40,B
4.29328549659824,10.1164638896334,SA1135-A96199A-R13-C56,B
7.4212247208414,-1.83862591787701,SA1135-A96199A-R13-C62,A
-9.30427633964444,-6.71163917585735,SA1135-A96199A-R13-C64,C
7.83582652366733,-1.62499452635174,SA1135-A96199A-R14-C22,A
8.00260866439914,-1.31032348677044,SA1135-A96199A-R14-C26,A
-8.39311110221768,0.361172010456275,SA1135-A96199A-R14-C37,C
-9.44206988059903,-6.59553552671795,SA1135-A96199A-R14-C47,C
6.55829346931552,-1.9069225887907,SA1135-A96199A-R14-C52,A
-8.38269316398526,0.320330252205085,SA1135-A96199A-R14-C57,C
-8.58775221549893,0.126307954345893,SA1135-A96199A-R14-C59,C
6.16246891773319,-2.55208064123516,SA1135-A96199A-R14-C61,A
5.20553744590854,9.14638971284504,SA1135-A96199A-R14-C63,B
7.4691573456583,-1.74934102102642,SA1135-A96199A-R15-C09,A
-7.46546827995206,-2.407624254669,SA1135-A96199A-R15-C11,C
7.3455263451395,-2.2483065228117,SA1135-A96199A-R15-C14,A
-9.24892698966885,-6.41432119413738,SA1135-A96199A-R15-C20,C
-9.86012732231045,-6.96584297224407,SA1135-A96199A-R15-C27,C
-8.08069407188321,-4.9911830525053,SA1135-A96199A-R15-C39,C
-7.77463041984464,-5.74424911543255,SA1135-A96199A-R15-C42,C
3.66107440746402,9.58788131669636,SA1135-A96199A-R15-C44,B
7.49890077865695,-2.04431463285809,SA1135-A96199A-R15-C45,A
7.6848121956644,-1.95006228491192,SA1135-A96199A-R15-C50,A
-8.39472281181241,0.236661066566657,SA1135-A96199A-R15-C55,C
7.06687224662875,-2.22460533186321,SA1135-A96199A-R15-C57,A
4.6498522014079,9.80313323930378,SA1135-A96199A-R15-C59,B
-6.94215571128751,-5.5006258587492,SA1135-A96199A-R15-C66,C
2.67757166183566,9.103357543503,SA1135-A96199A-R15-C70,B
-8.55279242240811,0.0734661717760077,SA1135-A96199A-R16-C14,C
7.115019925004,-2.48262120291119,SA1135-A96199A-R16-C31,A
-9.43133913719083,-6.93980098768597,SA1135-A96199A-R16-C36,C
2.328966982728,9.11640476182575,SA1135-A96199A-R16-C39,B
1.48580754554843,9.14868806794758,SA1135-A96199A-R16-C40,B
3.62949956214999,9.58817886308308,SA1135-A96199A-R16-C56,B
-8.31616293632413,-4.55436588331585,SA1135-A96199A-R16-C61,C
-9.60358034812833,-6.96041942640667,SA1135-A96199A-R16-C68,C
8.15259373939609,-2.77936006590252,SA1135-A96199A-R17-C31,A
-8.39904391014004,-4.81499172254925,SA1135-A96199A-R17-C33,C
1.38652718818759,9.16300558045979,SA1135-A96199A-R17-C36,B
6.30671466148471,-1.68040538832073,SA1135-A96199A-R17-C37,A
-8.38655173026944,-0.00198925539379213,SA1135-A96199A-R17-C43,C
-9.16293131553555,-6.83815837904339,SA1135-A96199A-R17-C46,C
5.14414999640559,9.19507478669758,SA1135-A96199A-R17-C65,B
1.90112794197177,9.2436835666048,SA1135-A96199A-R17-C68,B
-8.37134825431729,0.0189974208223334,SA1135-A96199A-R18-C08,C
-8.50747000419522,0.136090745483588,SA1135-A96199A-R18-C12,C
-9.16184794151211,-6.2389013867033,SA1135-A96199A-R18-C21,C
-7.10922228538419,-5.4644520382536,SA1135-A96199A-R18-C22,C
-8.25159537040616,-5.22007776304608,SA1135-A96199A-R18-C32,C
-8.48311506950284,-0.0156260828626642,SA1135-A96199A-R18-C36,C
6.31521547592258,-2.20222044988995,SA1135-A96199A-R18-C46,A
-8.19592463218594,0.150168528114509,SA1135-A96199A-R18-C47,C
-8.886689059371,-6.15092588468914,SA1135-A96199A-R18-C50,C
-8.83133017265225,-6.44220043226605,SA1135-A96199A-R18-C65,C
4.44338355219936,9.8006174464571,SA1135-A96199A-R18-C67,B
-7.47402464591885,-5.49726081892376,SA1135-A96199A-R18-C68,C
6.47991729534244,-2.85453725859051,SA1135-A96199A-R19-C17,A
-8.66740881645108,0.166428079162787,SA1135-A96199A-R19-C50,C
3.940499313241,9.73056434587116,SA1135-A96199A-R19-C55,B
4.28841096914386,9.73469184831257,SA1135-A96199A-R19-C62,B
2.55709851539706,9.20636962846394,SA1135-A96199A-R19-C64,B
8.13332999504184,-2.43615342184429,SA1135-A96199A-R20-C10,A
7.63250196731662,-2.48919082685833,SA1135-A96199A-R20-C32,A
-7.52622973167325,-5.54449392362957,SA1135-A96199A-R20-C60,C
8.11017549789523,-2.89310861631756,SA1135-A96199A-R21-C16,A
7.49905360496616,-1.2616384129179,SA1135-A96199A-R22-C45,A
4.22791755951022,10.1023847957003,SA1135-A96199A-R22-C55,B
-8.15859591209317,-5.15214658781414,SA1135-A96199A-R22-C66,C
-7.1223019286337,-5.49430395170574,SA1135-A96199A-R23-C18,C
-8.46637140952969,-5.96262050672894,SA1135-A96199A-R23-C32,C
6.97909367836093,-2.18938518568401,SA1135-A96199A-R23-C37,A
1.79983294761752,8.94517539933796,SA1135-A96199A-R23-C43,B
7.63345492637729,-2.57947398229962,SA1135-A96199A-R23-C68,A
-9.29869925224209,-6.57655073210125,SA1135-A96199A-R24-C39,C
1.47948158538913,9.07365869477863,SA1135-A96199A-R24-C49,B
8.2150913552103,-1.80494953199749,SA1135-A96199A-R24-C51,A
7.22142589843845,-2.06530333563213,SA1135-A96199A-R24-C67,A
8.19225228584384,-2.79544902845745,SA1135-A96199A-R25-C62,A
7.05175007141208,-2.37035251661663,SA1135-A96199A-R26-C30,A
7.15564430511569,-2.36302281423931,SA1135-A96199A-R26-C47,A
4.56235899782752,9.87682460740681,SA1135-A96199A-R28-C31,B
5.3138023093996,9.03256439164753,SA1135-A96199A-R28-C36,B
7.96294558799838,-1.48815442129498,SA1135-A96199A-R28-C47,A
2.77059269703006,9.12658475831623,SA1135-A96199A-R28-C53,B
6.33376897132968,-2.89768434568768,SA1135-A96199A-R29-C56,A
7.57158363617038,-2.66154409452801,SA1135-A96199A-R29-C64,A
